"game_id","round","player","player_team","list","faction","opponent","TP","CP","VP","victory_condition","scenario","year"
"614","5","Máté Túri","Team Hungary Red","Rasheth","Skorne","Shostak Dmytro","1","0","30","Caster Kill","Close Quarters","2014"
"614","5","Shostak Dmytro","Team Ukraine","Haley2","Cygnar","Máté Túri","0","0","12","Caster Kill","Close Quarters","2014"
"615","5","Golitsyn Oleksandr","Team Ukraine","Vlad2","Khador","Zoltán Gaál","0","0","19","Caster Kill","Close Quarters","2014"
"615","5","Mike Puryear","Team USA Stripes","Severius","Protectorate of Menoth","Torbjörn Hansson","1","0","72","Caster Kill","Close Quarters","2015"
"615","5","Torbjörn Hansson","Team Sweden Nobel","Vayl2","Legion of Everblight","Mike Puryear","0","1","36","Caster Kill","Close Quarters","2015"
"615","5","Zoltán Gaál","Team Hungary Red","Skarre","Cryx","Golitsyn Oleksandr","1","0","50","Caster Kill","Close Quarters","2014"
"616","5","Eliot Kimpton","Team England Epic","Morvahna2","Circle Orboros","Liang Yan","1","3","45","Caster Kill","Close Quarters","2014"
"616","5","Liang Yan","Team China","Butcher","Khador","Eliot Kimpton","0","0","15","Caster Kill","Close Quarters","2014"
"617","5","Guangjie Wu","Team China","Ashlynn","Mercenaries","Matt Goligher","0","0","5","Caster Kill","Close Quarters","2014"
"617","5","Matt Goligher","Team England Epic","Vayl2","Legion of Everblight","Guangjie Wu","1","4","28","Caster Kill","Close Quarters","2014"
"618","5","Dan Cunningham","Team England Epic","High Reclaimer","Protectorate of Menoth","Jaden Liu","1","2","50","Caster Kill","Close Quarters","2014"
"618","5","Jaden Liu","Team China","Xerxis","Skorne","Dan Cunningham","0","0","18","Caster Kill","Close Quarters","2014"
"619","5","Ed Smith","Team England Epic","Skarre","Cryx","Qian Li","1","5","33","Scenario","Close Quarters","2014"
"619","5","Qian Li","Team China","Haley2","Cygnar","Ed Smith","0","0","1","Scenario","Close Quarters","2014"
"620","5","Matt Townsend","Team England Epic","Deneghra2","Cryx","Ran Tao","1","4","34","Deathclock","Close Quarters","2014"
"620","5","Ran Tao","Team China","Sorscha2","Khador","Matt Townsend","0","0","23","Deathclock","Close Quarters","2014"
"621","5","Dominic Beyeler","Team Switzerland Red","Krueger2","Circle Orboros","Kuba","0","0","19","Caster Kill","Close Quarters","2014"
"621","5","Kuba","Team Norway Red","Vindictus","Protectorate of Menoth","Dominic Beyeler","1","3","58","Caster Kill","Close Quarters","2014"
"621","5","Mikko Heinola","Team Finland Blue","Madrak2","Trollblood","Sheldon Pace","0","0","2","Caster Kill","Close Quarters","2015"
"621","5","Sheldon Pace","Team Australia Platypus","Butcher3","Khador","Mikko Heinola","1","0","20","Caster Kill","Close Quarters","2015"
"622","5","Andre Suwanda","Team Switzerland Red","Vyros2","Retribution of Scyrah","Terje","1","0","31","Caster Kill","Close Quarters","2014"
"622","5","Dylan Simmer","Team Australia Platypus","Rahn","Retribution of Scyrah","Henry Hyttinen","0","0","19","Deathclock","Close Quarters","2015"
"622","5","Henry Hyttinen","Team Finland Blue","Harbinger","Protectorate of Menoth","Dylan Simmer","1","0","42","Deathclock","Close Quarters","2015"
"622","5","Terje","Team Norway Red","Butcher3","Khador","Andre Suwanda","0","1","0","Caster Kill","Close Quarters","2014"
"623","5","Gergely Gati","Team Switzerland Red","Skarre","Cryx","Jonas","0","1","17","Caster Kill","Close Quarters","2014"
"623","5","Jeff Galea","Team Australia Platypus","Issyria","Retribution of Scyrah","Tatu Purhonen","0","0","21","Caster Kill","Close Quarters","2015"
"623","5","Jonas","Team Norway Red","Kromac","Circle Orboros","Gergely Gati","1","0","31","Caster Kill","Close Quarters","2014"
"623","5","Tatu Purhonen","Team Finland Blue","Butcher3","Khador","Jeff Galea","1","0","30","Caster Kill","Close Quarters","2015"
"624","5","David Potts","Team Australia Platypus","Xerxis","Skorne","Pauli Lehtoranta","1","0","45","Caster Kill","Close Quarters","2015"
"624","5","Gard","Team Norway Red","Saeryn","Legion of Everblight","Henrik Ekholm","0","1","14","Caster Kill","Close Quarters","2014"
"624","5","Henrik Ekholm","Team Switzerland Red","Rasheth","Skorne","Gard","1","0","53","Caster Kill","Close Quarters","2014"
"624","5","Pauli Lehtoranta","Team Finland Blue","Deneghra","Cryx","David Potts","0","3","23","Caster Kill","Close Quarters","2015"
"625","5","Aaron Wale","Team Australia Platypus","Asphyxious2","Cryx","Jaakko Uusitupa","0","1","19","Caster Kill","Close Quarters","2015"
"625","5","Christian","Team Norway Red","Skarre","Cryx","Moritz Schwank","1","0","42","Caster Kill","Close Quarters","2014"
"625","5","Jaakko Uusitupa","Team Finland Blue","Haley2","Cygnar","Aaron Wale","1","0","29","Caster Kill","Close Quarters","2015"
"625","5","Moritz Schwank","Team Switzerland Red","Baldur2","Circle Orboros","Christian","0","0","12","Caster Kill","Close Quarters","2014"
"626","5","Aurélien Guiramand","Team France Asterix","Haley","Cygnar","Jim Gradwell","0","0","41","Caster Kill","Close Quarters","2015"
"626","5","Jim Gradwell","Team England Roses","Butcher3","Khador","Aurélien Guiramand","1","0","25","Caster Kill","Close Quarters","2015"
"626","5","Laurens Tanguy","Belgium Otter Team","Issyria","Retribution of Scyrah","Norman Spiteri","1","3","56","Caster Kill","Close Quarters","2014"
"626","5","Norman Spiteri","Team Malta Prime","Feora2","Protectorate of Menoth","Laurens Tanguy","0","0","25","Caster Kill","Close Quarters","2014"
"627","5","Julien Rieant","Team France Asterix","Feora2","Protectorate of Menoth","Phil Shaw","0","0","9","Caster Kill","Close Quarters","2015"
"627","5","Mark Attard","Team Malta Prime","Mordikaar","Skorne","Tim Bossuyt","1","0","22","Caster Kill","Close Quarters","2014"
"627","5","Phil Shaw","Team England Roses","Haley2","Cygnar","Julien Rieant","1","5","53","Caster Kill","Close Quarters","2015"
"627","5","Tim Bossuyt","Belgium Otter Team","Skarre","Cryx","Mark Attard","0","0","7","Caster Kill","Close Quarters","2014"
"628","5","Adam Bell","Team England Roses","Severius2","Protectorate of Menoth","Pierre Arnauld De Seze","1","0","38","Caster Kill","Close Quarters","2015"
"628","5","Christophe Dirckx","Belgium Otter Team","Butcher2","Khador","Dylan Sultana","0","2","35","Caster Kill","Close Quarters","2014"
"628","5","Dylan Sultana","Team Malta Prime","Terminus","Cryx","Christophe Dirckx","1","0","42","Caster Kill","Close Quarters","2014"
"628","5","Pierre Arnauld De Seze","Team France Asterix","Sorscha2","Khador","Adam Bell","0","3","43","Caster Kill","Close Quarters","2015"
"629","5","Andrew Galea","Team Malta Prime","Kaya2","Circle Orboros","Tomas Mennes","1","0","54","Caster Kill","Close Quarters","2014"
"629","5","Matthew Goligher","Team England Roses","Vayl","Legion of Everblight","Quentin Recours","0","0","13","Caster Kill","Close Quarters","2015"
"629","5","Quentin Recours","Team France Asterix","Madrak2","Trollblood","Matthew Goligher","1","0","67","Caster Kill","Close Quarters","2015"
"629","5","Tomas Mennes","Belgium Otter Team","Lylyth2","Legion of Everblight","Andrew Galea","0","0","23","Caster Kill","Close Quarters","2014"
"630","5","Christophe Smit","Belgium Otter Team","Haley2","Cygnar","Stephen Schembri","0","1","11","Caster Kill","Close Quarters","2014"
"630","5","Eliot Kimpton","Team England Roses","Bradigus","Circle Orboros","Julien Dupoirieux","1","2","66","Unspecified","Close Quarters","2015"
"630","5","Julien Dupoirieux","Team France Asterix","Bradigus","Circle Orboros","Eliot Kimpton","0","1","12","Unspecified","Close Quarters","2015"
"630","5","Stephen Schembri","Team Malta Prime","Irusk","Khador","Christophe Smit","1","0","35","Caster Kill","Close Quarters","2014"
"631","5","David Smith","Team United Nations","Vayl2","Legion of Everblight","Teppo Aro","0","0","28","Caster Kill","Close Quarters","2014"
"631","5","Dmitry Khalansky","Team Russia Bears","Haley","Cygnar","Henrik Ekholm","1","4","60","Caster Kill","Close Quarters","2015"
"631","5","Henrik Ekholm","Team Switzerland Red","Xerxis2","Skorne","Dmitry Khalansky","0","0","28","Caster Kill","Close Quarters","2015"
"631","5","Teppo Aro","Team Finland Blue","Harbinger","Protectorate of Menoth","David Smith","1","5","71","Caster Kill","Close Quarters","2014"
"632","5","Daniel Knauss","Team United Nations","Haley2","Cygnar","Teemu Aro","1","2","40","Caster Kill","Close Quarters","2014"
"632","5","Dominic Beyeler","Team Switzerland Red","Kromac2","Circle Orboros","Mikhail Novikov","0","2","39","Scenario","Close Quarters","2015"
"632","5","Mikhail Novikov","Team Russia Bears","Harbinger","Protectorate of Menoth","Dominic Beyeler","1","5","43","Scenario","Close Quarters","2015"
"632","5","Teemu Aro","Team Finland Blue","Morvahna2","Circle Orboros","Daniel Knauss","0","1","24","Caster Kill","Close Quarters","2014"
"633","5","Andrei Ivanov","Team Russia Bears","Deneghra2","Cryx","Maurus Markwalder:","1","0","12","Caster Kill","Close Quarters","2015"
"633","5","Jaakko Uusitupa","Team Finland Blue","Siege","Cygnar","Wojciech Kat","1","2","31","Caster Kill","Close Quarters","2014"
"633","5","Maurus Markwalder:","Team Switzerland Red","Sorscha2","Khador","Andrei Ivanov","0","0","12","Caster Kill","Close Quarters","2015"
"633","5","Wojciech Kat","Team United Nations","Barnabas","Minions","Jaakko Uusitupa","0","0","0","Caster Kill","Close Quarters","2014"
"634","5","Bogdan Novikov","Team Russia Bears","Grissel","Trollblood","Robi Deloa","1","2","52","Caster Kill","Close Quarters","2015"
"634","5","Dyland Simmer","Team United Nations","Issyria","Retribution of Scyrah","Tero Särkijärvi","0","3","26","Caster Kill","Close Quarters","2014"
"634","5","Robi Deloa","Team Switzerland Red","Severius","Protectorate of Menoth","Bogdan Novikov","0","0","4","Caster Kill","Close Quarters","2015"
"634","5","Tero Särkijärvi","Team Finland Blue","Asphyxious2","Cryx","Dyland Simmer","1","0","44","Caster Kill","Close Quarters","2014"
"635","5","Artem Volik","Team Russia Bears","Vayl","Legion of Everblight","Lukas Walliser","1","0","55","Caster Kill","Close Quarters","2015"
"635","5","Eetu Jokinen","Team United Nations","Skarre","Cryx","Mikko Heinola","0","1","17","Caster Kill","Close Quarters","2014"
"635","5","Lukas Walliser","Team Switzerland Red","Lylyth","Legion of Everblight","Artem Volik","0","0","7","Caster Kill","Close Quarters","2015"
"635","5","Mikko Heinola","Team Finland Blue","Saeryn","Legion of Everblight","Eetu Jokinen","1","1","49","Caster Kill","Close Quarters","2014"
"641","5","Anthony Ferraiolo","Team USA Stars","Goreshade3","Cryx","Brett Wilkie","0","0","30","Caster Kill","Close Quarters","2014"
"641","5","Brett Wilkie","Team England Prime","Morvahna","Circle Orboros","Anthony Ferraiolo","1","0","5","Caster Kill","Close Quarters","2014"
"641","5","Niko Ranta","Team Finland White","Deneghra2","Cryx","Romeu Silva","1","5","14","Scenario","Close Quarters","2015"
"641","5","Romeu Silva","Team Portugal Kult","Asphyxious2","Cryx","Niko Ranta","0","0","12","Scenario","Close Quarters","2015"
"642","5","Jake VanMeter","Team USA Stars","Vayl","Legion of Everblight","Paul North","1","0","55","Caster Kill","Close Quarters","2014"
"642","5","Luis Ventura","Team Portugal Kult","Skarre","Cryx","Sami Suikki","0","2","3","Scenario","Close Quarters","2015"
"642","5","Paul North","Team England Prime","Harbinger","Protectorate of Menoth","Jake VanMeter","0","0","12","Caster Kill","Close Quarters","2014"
"642","5","Sami Suikki","Team Finland White","Asphyxious2","Cryx","Luis Ventura","1","5","51","Scenario","Close Quarters","2015"
"643","5","Brian White","Team USA Stars","High Reclaimer","Protectorate of Menoth","Lewis Johnson","1","5","29","Scenario","Close Quarters","2014"
"643","5","Janne Mikkola","Team Finland White","Krueger2","Circle Orboros","Joao Isidro","1","0","36","Caster Kill","Close Quarters","2015"
"643","5","Joao Isidro","Team Portugal Kult","Goreshade2","Cryx","Janne Mikkola","0","0","6","Caster Kill","Close Quarters","2015"
"643","5","Lewis Johnson","Team England Prime","Haley","Cygnar","Brian White","0","0","32","Scenario","Close Quarters","2014"
"644","5","Alberto Santos","Team Portugal Kult","Deneghra","Cryx","Samu Järvinen","1","4","63","Deathclock","Close Quarters","2015"
"644","5","Matt Oakley ","Team England Prime","Deneghra2","Cryx","Ryan Chiriboga","1","0","21","Caster Kill","Close Quarters","2014"
"644","5","Ryan Chiriboga","Team USA Stars","Skarre","Cryx","Matt Oakley ","0","0","20","Caster Kill","Close Quarters","2014"
"644","5","Samu Järvinen","Team Finland White","Bradigus","Circle Orboros","Alberto Santos","0","0","40","Deathclock","Close Quarters","2015"
"645","5","Jamie Perkins","Team England Prime","Vayl","Legion of Everblight","Will Pagani","0","0","15","Caster Kill","Close Quarters","2014"
"645","5","Miguel Correia","Team Portugal Kult","Goreshade2","Cryx","Teemu Aro","0","0","6","Scenario","Close Quarters","2015"
"645","5","Teemu Aro","Team Finland White","Butcher3","Khador","Miguel Correia","1","5","31","Scenario","Close Quarters","2015"
"645","5","Will Pagani","Team USA Stars","Krueger2","Circle Orboros","Jamie Perkins","1","5","61","Caster Kill","Close Quarters","2014"
"646","5","Diego Moruzzo","Team Italy Michelangelo","Severius2","Protectorate of Menoth","Paul North","0","0","32","Caster Kill","Close Quarters","2015"
"646","5","Luke Mason","Team Scotland","Xerxis","Skorne","Martin Huf","0","0","30","Caster Kill","Close Quarters","2014"
"646","5","Martin Huf","Team Germany Red","Vayl2","Legion of Everblight","Luke Mason","1","1","45","Caster Kill","Close Quarters","2014"
"646","5","Paul North","Team England Lions","Asphyxious2","Cryx","Diego Moruzzo","1","1","34","Caster Kill","Close Quarters","2015"
"647","5","Daniel Hostert ","Team Germany Red","Harbinger","Protectorate of Menoth","Fraser McFetridge","1","0","68","Caster Kill","Close Quarters","2014"
"647","5","Fraser McFetridge","Team Scotland","Vayl2","Legion of Everblight","Daniel Hostert ","0","0","14","Caster Kill","Close Quarters","2014"
"647","5","Jamie Perkins","Team England Lions","Sorscha2","Khador","Marco Elitropi","1","5","55","Scenario","Close Quarters","2015"
"647","5","Marco Elitropi","Team Italy Michelangelo","Kreoss2","Protectorate of Menoth","Jamie Perkins","0","2","40","Scenario","Close Quarters","2015"
"648","5","Alessandro Montagnani","Team Italy Michelangelo","Goreshade3","Cryx","Brett Wilkie","1","2","42","Caster Kill","Close Quarters","2015"
"648","5","Brett Wilkie","Team England Lions","Morvahna","Circle Orboros","Alessandro Montagnani","0","3","31","Caster Kill","Close Quarters","2015"
"648","5","Michael Dick","Team Scotland","Sorscha","Khador","Niels Pecherz","1","0","23","Caster Kill","Close Quarters","2014"
"648","5","Niels Pecherz","Team Germany Red","Issyria","Retribution of Scyrah","Michael Dick","0","0","0","Caster Kill","Close Quarters","2014"
"649","5","Bernhard Fischer","Team Germany Red","Morvahna2","Circle Orboros","William Cruickshanks","0","3","23","Caster Kill","Close Quarters","2014"
"649","5","Dan Cunningham","Team England Lions","High Reclaimer","Protectorate of Menoth","Daniele Diaspro","0","0","0","Caster Kill","Close Quarters","2015"
"649","5","Daniele Diaspro","Team Italy Michelangelo","Ossyan","Retribution of Scyrah","Dan Cunningham","1","0","10","Caster Kill","Close Quarters","2015"
"649","5","William Cruickshanks","Team Scotland","Grissel2","Trollblood","Bernhard Fischer","1","2","40","Caster Kill","Close Quarters","2014"
"650","5","Alasdair Johnstone","Team Scotland","Deneghra","Cryx","Mathias Lützkendorf","1","0","48","Caster Kill","Close Quarters","2014"
"650","5","Emiliano Traversi","Team Italy Michelangelo","Vayl2","Legion of Everblight","Michael Dick","0","0","9","Caster Kill","Close Quarters","2015"
"650","5","Mathias Lützkendorf","Team Germany Red","Deneghra","Cryx","Alasdair Johnstone","0","0","15","Caster Kill","Close Quarters","2014"
"650","5","Michael Dick","Team England Lions","Doomshaper","Trollblood","Emiliano Traversi","1","0","63","Caster Kill","Close Quarters","2015"
"651","5","Artur Rietz","Team Poland Cautious","Krueger2","Circle Orboros","Martin Šcepán","1","0","38","Deathclock","Close Quarters","2014"
"651","5","Marnix Baas","Team Netherlands Hero","Butcher3","Khador","Martin Polák","1","0","21","Caster Kill","Close Quarters","2015"
"651","5","Martin Polák","Team Czech Republic","Haley2","Cygnar","Marnix Baas","0","0","2","Caster Kill","Close Quarters","2015"
"651","5","Martin Šcepán","Team Slovakia","Morghoul","Skorne","Artur Rietz","0","0","27","Deathclock","Close Quarters","2014"
"652","5","Casper Jellema","Team Netherlands Hero","Caine2","Cygnar","Josef Skládanka","1","5","36","Scenario","Close Quarters","2015"
"652","5","Josef Skládanka","Team Czech Republic","Sturgis","Cygnar","Casper Jellema","0","0","27","Scenario","Close Quarters","2015"
"652","5","Krzysztof Pyra","Team Poland Cautious","Kreoss2","Protectorate of Menoth","Martin Hornácek","0","3","14","Caster Kill","Close Quarters","2014"
"652","5","Martin Hornácek","Team Slovakia","Xerxis","Skorne","Krzysztof Pyra","1","1","49","Caster Kill","Close Quarters","2014"
"653","5","Harm Kleijnen","Team Netherlands Hero","Skarre","Cryx","Luboš Hribik","1","5","10","Scenario","Close Quarters","2015"
"653","5","Konrad Sosnowski","Team Poland Cautious","Deneghra","Cryx","Matej Tkác","1","2","7","Deathclock","Close Quarters","2014"
"653","5","Luboš Hribik","Team Czech Republic","Grim2","Trollblood","Harm Kleijnen","0","0","9","Scenario","Close Quarters","2015"
"653","5","Matej Tkác","Team Slovakia","Lucant","Convergence of Cyriss","Konrad Sosnowski","0","4","44","Deathclock","Close Quarters","2014"
"654","5","Daniel Bogdanoski","Team Czech Republic","Butcher3","Khador","Jun Chan","1","3","61","Caster Kill","Close Quarters","2015"
"654","5","Jun Chan","Team Netherlands Hero","Barnabas","Minions","Daniel Bogdanoski","0","0","0","Caster Kill","Close Quarters","2015"
"654","5","Kamil Nowak","Team Poland Cautious","Haley","Cygnar","Martin Polák","1","0","34","Caster Kill","Close Quarters","2014"
"654","5","Martin Polák","Team Slovakia","Haley2","Cygnar","Kamil Nowak","0","2","11","Caster Kill","Close Quarters","2014"
"655","5","Jaromir Skirmuntt","Team Slovakia","Kaelyssa","Retribution of Scyrah","Karol Sosnowski","1","0","39","Caster Kill","Close Quarters","2014"
"655","5","Karol Sosnowski","Team Poland Cautious","Doomshaper","Trollblood","Jaromir Skirmuntt","0","0","0","Caster Kill","Close Quarters","2014"
"655","5","Tom Starren","Team Netherlands Hero","Butcher2","Khador","Vojtech Medonos","1","5","31","Scenario","Close Quarters","2015"
"655","5","Vojtech Medonos","Team Czech Republic","Calandra","Trollblood","Tom Starren","0","0","57","Scenario","Close Quarters","2015"
"656","6","Christoph Schrage","Team Spain South","Axis","Convergence of Cyriss","Pat Vance","0","0","3","Scenario","Fire Support","2015"
"656","5","Jeremy Lee","Team USA Stripes","Deneghra","Cryx","Tomek Tutaj","0","0","0","Caster Kill","Close Quarters","2014"
"656","6","Pat Vance","Team Wales Fire","Thagrosh2","Legion of Everblight","Christoph Schrage","1","5","61","Scenario","Fire Support","2015"
"656","5","Tomek Tutaj","Team Poland Reckless","High Reclaimer","Protectorate of Menoth","Jeremy Lee","1","0","13","Caster Kill","Close Quarters","2014"
"657","6","Enrique Lopez","Team Spain South","Krueger2","Circle Orboros","Mike Davies","0","0","29","Caster Kill","Fire Support","2015"
"657","5","Kurt Hindman","Team USA Stripes","Butcher","Khador","Marcin Mycek","1","2","43","Caster Kill","Close Quarters","2014"
"657","5","Marcin Mycek","Team Poland Reckless","Karchev","Khador","Kurt Hindman","0","0","26","Caster Kill","Close Quarters","2014"
"657","6","Mike Davies","Team Wales Fire","Gunnbjorn","Trollblood","Enrique Lopez","1","0","54","Caster Kill","Fire Support","2015"
"658","5","Craig Conroy","Team USA Stripes","Haley","Cygnar","Michal Nakonieczny","0","0","19","Caster Kill","Close Quarters","2014"
"658","6","Dorian Gordon","Team Spain South","Asphyxious2","Cryx","Martyn Jenkins","1","0","30","Caster Kill","Fire Support","2015"
"658","6","Martyn Jenkins","Team Wales Fire","Harbinger","Protectorate of Menoth","Dorian Gordon","0","3","45","Caster Kill","Fire Support","2015"
"658","5","Michal Nakonieczny","Team Poland Reckless","Lylyth2","Legion of Everblight","Craig Conroy","1","1","54","Caster Kill","Close Quarters","2014"
"659","5","Colin Hill","Team USA Stripes","Kromac","Circle Orboros","Michal Konieczny","1","0","39","Caster Kill","Close Quarters","2014"
"659","6","Fernando Segado","Team Spain South","Thagrosh2","Legion of Everblight","Terry Slade","0","0","0","Caster Kill","Fire Support","2015"
"659","5","Michal Konieczny","Team Poland Reckless","Baldur","Circle Orboros","Colin Hill","0","3","31","Caster Kill","Close Quarters","2014"
"659","6","Terry Slade","Team Wales Fire","Deneghra","Cryx","Fernando Segado","1","0","52","Caster Kill","Fire Support","2015"
"660","5","Andrzej Kasiewicz","Team Poland Reckless","Skarre","Cryx","Charles Arrasmith","1","5","61","Scenario","Close Quarters","2014"
"660","5","Charles Arrasmith","Team USA Stripes","Vayl2","Legion of Everblight","Andrzej Kasiewicz","0","0","25","Scenario","Close Quarters","2014"
"660","6","Raul Segado","Team Spain South","Skarre","Cryx","Rhys Phillips","1","1","25","Caster Kill","Fire Support","2015"
"660","6","Rhys Phillips","Team Wales Fire","Rahn","Retribution of Scyrah","Raul Segado","0","0","11","Caster Kill","Fire Support","2015"
"661","5","Dario Stabellini","Team Italy White","Vayl2","Legion of Everblight","Patrick Dunford","1","0","17","Caster Kill","Close Quarters","2014"
"661","6","Dimitris Vlachos","Team Greece Prime","Calandra","Trollblood","Harm Kleijnen","0","0","10","Scenario","Fire Support","2015"
"661","6","Harm Kleijnen","Team Netherlands Hero","Skarre","Cryx","Dimitris Vlachos","1","5","38","Scenario","Fire Support","2015"
"661","5","Patrick Dunford","Team Ireland Ceol","Haley2","Cygnar","Dario Stabellini","0","0","27","Caster Kill","Close Quarters","2014"
"662","5","Ciaran Bolger","Team Ireland Ceol","Lucant","Convergence of Cyriss","Damiano Pennini","0","0","10","Caster Kill","Close Quarters","2014"
"662","5","Damiano Pennini","Team Italy White","Durgen","Mercenaries","Ciaran Bolger","1","2","35","Caster Kill","Close Quarters","2014"
"662","6","Marnix Baas","Team Netherlands Hero","Butcher3","Khador","Orestis Argiropoulos","0","1","17","Deathclock","Fire Support","2015"
"662","6","Orestis Argiropoulos","Team Greece Prime","Severius2","Protectorate of Menoth","Marnix Baas","1","3","50","Deathclock","Fire Support","2015"
"663","5","Eoin Brennan","Team Ireland Ceol","Harbinger","Protectorate of Menoth","Pietro Fauch","1","3","26","Deathclock","Close Quarters","2014"
"663","5","Pietro Fauch","Team Italy White","Vyros2","Retribution of Scyrah","Eoin Brennan","0","0","33","Deathclock","Close Quarters","2014"
"663","6","Spyros Mygdanis","Team Greece Prime","Issyria","Retribution of Scyrah","Tom Starren","0","0","27","Caster Kill","Fire Support","2015"
"663","6","Tom Starren","Team Netherlands Hero","Butcher2","Khador","Spyros Mygdanis","1","1","42","Caster Kill","Fire Support","2015"
"664","5","Daniele Diaspro","Team Italy White","Rahn","Retribution of Scyrah","Peter Croft","1","5","43","Scenario","Close Quarters","2014"
"664","6","George Banavos","Team Greece Prime","Xerxis","Skorne","Jun Chan","0","4","18","Caster Kill","Fire Support","2015"
"664","6","Jun Chan","Team Netherlands Hero","Rask","Minions","George Banavos","1","0","39","Caster Kill","Fire Support","2015"
"664","5","Peter Croft","Team Ireland Ceol","Vayl2","Legion of Everblight","Daniele Diaspro","0","3","22","Scenario","Close Quarters","2014"
"665","6","Casper Jellema","Team Netherlands Hero","Caine2","Cygnar","Paris Boubouras","1","5","28","Scenario","Fire Support","2015"
"665","5","Diego Moruzzo","Team Italy White","Kreoss2","Protectorate of Menoth","Stuart Gorman","1","5","33","Scenario","Close Quarters","2014"
"665","6","Paris Boubouras","Team Greece Prime","Butcher3","Khador","Casper Jellema","0","0","13","Scenario","Fire Support","2015"
"665","5","Stuart Gorman","Team Ireland Ceol","Grissel2","Trollblood","Diego Moruzzo","0","0","35","Scenario","Close Quarters","2014"
"666","5","Alexander Alig ","Team Switzerland White","Xerxis","Skorne","Spyros Pavlis","1","0","30","Caster Kill","Close Quarters","2014"
"666","6","Klaas Luyckx","Team Belgium Blonde","Deneghra","Cryx","Tom Guan","0","2","26","Caster Kill","Fire Support","2015"
"666","5","Spyros Pavlis","Team Greece Prime","Stryker3","Cygnar","Alexander Alig ","0","0","12","Caster Kill","Close Quarters","2014"
"666","6","Tom Guan","Team USA Stars","Deneghra","Cryx","Klaas Luyckx","1","0","28","Caster Kill","Fire Support","2015"
"667","6","Dirk Pintjens","Team Belgium Blonde","Butcher3","Khador","Will Pagani","0","0","29","Caster Kill","Fire Support","2015"
"667","5","George Banavos","Team Greece Prime","Hexeris2","Skorne","Tudor Stanescu ","1","0","18","Caster Kill","Close Quarters","2014"
"667","5","Tudor Stanescu ","Team Switzerland White","Butcher3","Khador","George Banavos","0","0","0","Caster Kill","Close Quarters","2014"
"667","6","Will Pagani","Team USA Stars","Kromac2","Circle Orboros","Dirk Pintjens","1","0","44","Caster Kill","Fire Support","2015"
"668","5","Orestis Argiropoulos","Team Greece Prime","Severius2","Protectorate of Menoth","Robi Deola ","1","3","55","Caster Kill","Close Quarters","2014"
"668","5","Robi Deola ","Team Switzerland White","Baldur","Circle Orboros","Orestis Argiropoulos","0","0","26","Caster Kill","Close Quarters","2014"
"668","6","Ryan Chiriboga","Team USA Stars","Asphyxious2","Cryx","Wout Maerschalck","0","0","0","Caster Kill","Fire Support","2015"
"668","6","Wout Maerschalck","Team Belgium Blonde","Haley2","Cygnar","Ryan Chiriboga","1","1","12","Caster Kill","Fire Support","2015"
"669","5","Agis Theodoropoulos","Team Greece Prime","Kaya","Circle Orboros","Thomas Fuchs ","0","0","0","Caster Kill","Close Quarters","2014"
"669","6","Jake Van Meter","Team USA Stars","Absylonia2","Legion of Everblight","Laurens Tanguy","0","0","36","Caster Kill","Fire Support","2015"
"669","6","Laurens Tanguy","Team Belgium Blonde","Vyros2","Retribution of Scyrah","Jake Van Meter","1","0","58","Caster Kill","Fire Support","2015"
"669","5","Thomas Fuchs ","Team Switzerland White","Kromac","Circle Orboros","Agis Theodoropoulos","1","3","39","Caster Kill","Close Quarters","2014"
"670","6","Brian White","Team USA Stars","Harbinger","Protectorate of Menoth","Tommy Geuns","1","0","61","Caster Kill","Fire Support","2015"
"670","5","Maurus Markwalder ","Team Switzerland White","Skarre","Cryx","Panagiotis Psonis","0","0","39","Caster Kill","Close Quarters","2014"
"670","5","Panagiotis Psonis","Team Greece Prime","Skarre","Cryx","Maurus Markwalder ","1","0","40","Caster Kill","Close Quarters","2014"
"670","6","Tommy Geuns","Team Belgium Blonde","Bradigus","Circle Orboros","Brian White","0","0","13","Caster Kill","Fire Support","2015"
"671","6","Janne Mikkola","Team Finland White","Morvahna2","Circle Orboros","Peter Rodler","1","0","58","Caster Kill","Fire Support","2015"
"671","5","Kévin Maeder","Team Portugal Prime","Zaal","Skorne","Vladimir Kokolia","0","0","17","Caster Kill","Close Quarters","2014"
"671","6","Peter Rodler","Team Denmark White","Doomshaper","Trollblood","Janne Mikkola","0","0","26","Caster Kill","Fire Support","2015"
"671","5","Vladimir Kokolia","Team Czech Republic","Deneghra","Cryx","Kévin Maeder","1","0","31","Caster Kill","Close Quarters","2014"
"672","6","Søren Laust Jacobsen","Team Denmark White","Deneghra","Cryx","Teemu Aro","0","2","28","Caster Kill","Fire Support","2015"
"672","6","Teemu Aro","Team Finland White","Butcher3","Khador","Søren Laust Jacobsen","1","2","25","Caster Kill","Fire Support","2015"
"672","5","Vasco Oliveira","Team Portugal Prime","Morvahna2","Circle Orboros","Vojtech Medonos","0","0","8","Caster Kill","Close Quarters","2014"
"672","5","Vojtech Medonos","Team Czech Republic","Grissel2","Trollblood","Vasco Oliveira","1","0","39","Caster Kill","Close Quarters","2014"
"673","6","Benjamin Kierkegaard","Team Denmark White","Asphyxious2","Cryx","Niko Ranta","1","3","39","Caster Kill","Fire Support","2015"
