"player","team","faction","is_theme","theme_name","leader","list"
"Raúl Segado ""Albino""","Spain Red","Cryx","1"," The Ghost Fleet","Coven 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Deathripper [6]\n - Seether [13]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nWraith Engine [15]\n"
"Raúl Segado ""Albino""","Spain Red","Cryx","1"," Dark Host","Skarre 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Skarre 1) Pirate Queen Skarre [+28]\n - Inflictor [13]\n - Stalker [8]\n - Stalker [8]\n - Skarlock Thrall [0(4)]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nScrap Thrall [0(2)]\nBane Knights (max) [15]\nBane Riders (max) [20]\nWraith Engine [15]\nWraith Engine [15]\n"
"Fernando Segado ""Arioke""","Spain Red","Legion of Everblight","1"," Ravens of War","Kallus 2","Legion Army - 75 / 75 points\n[Theme] Ravens of War\n\n(Kallus 2) Kallus, Devastation of Everblight [+28]\n - Neraph [12]\n - Neraph [12]\n - Seraph [14]\nGrotesque Assassin [0(4)]\nGrotesque Assassin [0(4)]\nSpell Martyr [1]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nBlighted Nyss Raptors (min) [11]\nBlighted Nyss Raptors (max) [18]\nGrotesque Raiders (max) [12]\nGrotesque Raiders (max) [12]\nStrider Blightblades [10]\n"
"Fernando Segado ""Arioke""","Spain Red","Legion of Everblight","1"," Oracles of Annihilation","Saeryn 2 & Rhyas 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Saeryn 2 & Rhyas 2) Saeryn & Rhyas, Talons of Everblight [+24]\n - Naga Nightlurker [8]\n - Nephilim Protector [10]\n - Raek [8]\n - Seraph [14]\n - Zuriel [18]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\nThrone of Everblight [16]\nThrone of Everblight [16]\n"
"Pablo Vázquez ""Vazkez""","Spain Red","Cryx","1"," Dark Host","Scaverous 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Scaverous 1) Lord Exhumator Scaverous [+27]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\n - Skarlock Thrall [0(4)]\nBane Lord Tartarus [0(6)]\nBane Knights (min) [9]\nBane Riders (max) [20]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Pablo Vázquez ""Vazkez""","Spain Red","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nWraith Engine [15]\n"
"Antonio Castro ""Many""","Spain Red","Grymkin","1"," Dark Menagerie","Child 1","Grymkin Army - 74 / 75 points\n[Theme] Dark Menagerie\n\n(Child 1) The Child [+29]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbits (2) [7]\n - Crabbits (2) [7]\n - Gorehound [6]\n - Skin & Moans [15]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDread Rots (min) [7]\nDeath Knell [13]\n"
"Antonio Castro ""Many""","Spain Red","Grymkin","1"," Bump in the Night","Heretic 1","Grymkin Army - 75 / 75 points\n[Theme] Bump in the Night\n\n(Heretic 1) The Heretic [+28]\n - Cage Rager [14]\n - Crabbits (2) [7]\n - Gorehound [6]\nCask Imp (2) [1]\nGlimmer Imp [0(4)]\nGlimmer Imp [0(4)]\nLord Longfellow [0(6)]\nDread Rots (max) [12]\nDread Rots (max) [12]\nHollowmen (max) [13]\n - Lantern Man [3]\nHollowmen (max) [13]\n - Lantern Man [3]\nMurder Crows [9]\nMurder Crows [9]\n"
"Jocke Rapp","Sweden Gotaland","Mercenaries","1"," Hammer Strike","Ossrum 1","Mercenary Army - 75 / 75 points\n[Theme] Hammer Strike\n\n(Ossrum 1) General Ossrum [+28]\n - Ghordson Driller [10]\n - Ghordson Driller [10]\n - Ghordson Driller [10]\n - Grundback Blaster [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\nOgrun Bokur [5]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Forge Guard (min) [10]\nHorgenhold Forge Guard (max) [16]\nHammerfall Siege Crawler [18]\n"
"Jocke Rapp","Sweden Gotaland","Mercenaries","1"," The Kingmaker's Army","Damiano 1","Mercenary Army - 75 / 75 points\n[Theme] The Kingmaker's Army\n\n(Damiano 1) Captain Damiano [+28]\n - Buccaneer [6]\n - Nomad [11]\n - Nomad [11]\n - Nomad [11]\nKell Bailoch [0(5)]\nOrin Midwinter, Rogue Inquisitor [0(5)]\nStannis Brocker [0(7)]\nCroe's Cutthroats (min) [10]\nSteelhead Halberdiers (max) [11]\nSteelhead Halberdiers (max) [11]\nSteelhead Halberdiers (max) [11]\nTrencher Infantry (max) [16]\n - Trencher Infantry Officer & Sniper [5]\n"
"Torbjörn Hansson","Sweden Gotaland","Legion of Everblight","1"," Oracles of Annihilation","Vayl 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Vayl 2) Vayl, Consul of Everblight [+28]\n - Carnivean [19]\n - Carnivean [19]\n - Naga Nightlurker [8]\n - Nephilim Bloodseer [8]\n - Nephilim Bolt Thrower [11]\n - Seraph [14]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nBlighted Nyss Hex Hunters (max) [15]\n - Bayal, Hound of Everblight [0(6)]\nSpawning Vessel (max) [7]\n"
"Torbjörn Hansson","Sweden Gotaland","Legion of Everblight","1"," Oracles of Annihilation","Absylonia 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Absylonia 2) Absylonia, Daughter of Everblight [+28]\n - Carnivean [19]\n - Naga Nightlurker [8]\n - Ravagore [19]\n - Ravagore [19]\n - Ravagore [19]\n - Seraph [14]\n - Shredder [4]\n - Succubus [0(4)]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Andreas Holm","Sweden Gotaland","Cryx","1"," The Ghost Fleet","Asphyxious 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Asphyxious 1) Iron Lich Asphyxious [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nMachine Wraith [2]\nPistol Wraith [0(5)]\nPistol Wraith [5]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\n"
"Andreas Holm","Sweden Gotaland","Cryx","1"," Dark Host","Coven 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Deathripper [6]\n - Desecrator [14]\nBane Lord Tartarus [0(6)]\nBane Riders (max) [20]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Jeppa Resmark","Sweden Gotaland","Cygnar","1"," Storm Division","Nemo 3","Cygnar Army - 75 / 75 points\n[Theme] Storm Division\n\n(Nemo 3) Artificer General Nemo [+25]\n - Firefly [8]\n - Thunderhead [20]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [4]\n - Firefly [8]\nStormsmith Stormcaller (3) [0(5)]\nStormsmith Stormcaller (3) [0(5)]\nStorm Lances (min) [12]\nStorm Lances (min) [12]\nStorm Strider [18]\nStorm Strider [18]\n"
"Jeppa Resmark","Sweden Gotaland","Cygnar","1"," Heavy Metal","Stryker 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Stryker 1) Commander Coleman Stryker [+30]\n - Hurricane [39]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Charger [9]\n - Charger [9]\n"
"Christoffer Wedding","Sweden Gotaland","Cygnar","0",,"Haley 3","Cygnar Army - 75 / 75 points\n\n(Haley 3) Major Prime Victoria Haley [+25]\n - Charger [9]\n - Grenadier [9]\n - Grenadier [9]\n - Thorn [13]\nAnastasia di Bray [3]\nGobber Tinker [2]\nGorman di Wulfe, Rogue Alchemist [4]\nJourneyman Warcaster [4]\n - Charger [9]\nMajor Harrison Gibbs [4]\nRagman [4]\nStorm Lances (min) [12]\nTrencher Cannon Crew [6]\nTrencher Infantry (min) [10]\n - Trencher Infantry Rifle Grenadier (1) [2]\n"
"Christoffer Wedding","Sweden Gotaland","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 74 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Hurricane [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nField Mechaniks (min) [3]\nStorm Strider [18]\nStorm Strider [18]\n"
"Johan Dyrlind","Sweden Norrland","Cryx","1"," The Ghost Fleet","Asphyxious 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Asphyxious 1) Iron Lich Asphyxious [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Defiler [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nWraith Engine [15]\n"
"Johan Dyrlind","Sweden Norrland","Cryx","1"," Dark Host","Coven 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Deathripper [6]\n - Desecrator [14]\nBane Lord Tartarus [0(6)]\nBane Riders (max) [20]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Filip Zingmark","Sweden Norrland","Retribution of Scyrah","1"," Forges of War","Rahn 1","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Rahn 1) Adeptis Rahn [+26]\n - Chimera [8]\n - Discordia [18]\n - Helios [34]\n - Sylys Wyshnalyrr, The Seeker [0(4)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nHouse Shyeel Artificer [0(5)]\n - Hydra [15]\nHouse Shyeel Magister [0(4)]\nHouse Shyeel Battle Mages [10]\nHouse Shyeel Battle Mages [10]\n"
"Filip Zingmark","Sweden Norrland","Retribution of Scyrah","1"," Shadows of the Retribution","Issyria 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Issyria 1) Issyria, Sibyl of Dawn [+29]\n - Hemera [16]\n - Hyperion [36]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nMage Hunter Assassin [0(4)]\nNarn, Mage Hunter of Ios [0(6)]\nMage Hunter Strike Force (max) [16]\nMage Hunter Strike Force (max) [16]\n - Eiryss, Mage Hunter Commander [6]\n - Soulless Escort (1) [1]\nSpears of Scyrah [9]\n"
"Robin Andersson","Sweden Norrland","Cygnar","1"," Heavy Metal","Brisbane 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n!!! Your army contains a pre-release entry.\n\n(Brisbane 1) Major Markus ""Siege"" Brisbane [+28]\n - Charger [9]\n - Firefly [8]\n - Firefly [8]\n - Firefly [8]\n - Triumph [18]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nLieutenant Allison Jakes [0(4)]\n - Firefly [8]\nStorm Strider [18]\nStorm Strider [18]\n"
"Robin Andersson","Sweden Norrland","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Stormwall [39]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nArchduke Alain Runewood, Lord of Fharin [0(4)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\n"
"Benjamin Hyvönen","Sweden Norrland","Mercenaries","1"," Operating Theater","Thexus 1","Mercenary Army - 75 / 75 points\n[Theme] Operating Theater\n\n(Thexus 1) Exulon Thexus [+29]\n - Warden [10]\n - Warden [10]\n - Warden [10]\n - Wrecker [14]\nCephalyx Agitator [3]\nCephalyx Agitator [3]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Overlords [0(8)]\nLady Aiyana & Master Holt [8]\n - Cephalyx Dominator [1]\n"
"Benjamin Hyvönen","Sweden Norrland","Mercenaries","1"," Hammer Strike","Ossrum 1","Mercenary Army - 74 / 75 points\n[Theme] Hammer Strike\n\n(Ossrum 1) General Ossrum [+28]\n - Ghordson Driller [10]\n - Ghordson Driller [10]\n - Grundback Blaster [6]\n - Grundback Blaster [6]\n - Grundback Blaster [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\nOgrun Bokur [0(5)]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Artillery Corps [6]\nHorgenhold Forge Guard (max) [16]\nHammerfall Siege Crawler [18]\n"
"Magnus Forslund","Sweden Norrland","Cryx","1"," Dark Host","Goreshade 2","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Goreshade 2) Goreshade the Cursed [+28]\n - Desecrator [14]\n - Nightwretch [7]\n - Nightwretch [7]\nBane Lord Tartarus [0(6)]\nMachine Wraith [2]\nScrap Thrall [2]\nScrap Thrall [2]\nScrap Thrall [2]\nBane Riders (min) [12]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Magnus Forslund","Sweden Norrland","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Nightwretch [7]\n - Scavenger [7]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Olov Winroth","Sweden Svealand","Khador","1"," Jaws of the Wolf","Karchev 1","Khador Army - 75 / 75 points\n[Theme] Jaws of the Wolf\n\n(Karchev 1) Karchev the Terrible [+30]\n - Juggernaut [12]\n - Kodiak [13]\n - Kodiak [13]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - War Dog [0(3)]\nGreylord Forge Seer [0(4)]\n - Destroyer [14]\nGreylord Forge Seer [0(4)]\nWidowmaker Marksman [0(4)]\nBattle Mechaniks (min) [3]\n"
"Olov Winroth","Sweden Svealand","Khador","0",,"Butcher 3","Khador Army - 75 / 75 points\n\n(Butcher 3) Kommander Zoktavir, The Butcher Unleashed [+22]\n - Marauder [10]\n - Ruin [17]\n - Madelyn Corbeau, Ordic Courtesan [4]\nKell Bailoch [5]\nOrin Midwinter, Rogue Inquisitor [5]\nWidowmaker Marksman [4]\nKayazy Assassins (min) [9]\n - Kayazy Assassin Underboss [4]\nKayazy Assassins (max) [15]\n - Kayazy Assassin Underboss [4]\nLady Aiyana & Master Holt [8]\n - Koldun Kapitan Valachev [4]\nWidowmaker Scouts [8]\n"
"Jakob Oskarsson","Sweden Svealand","Protectorate of Menoth","1"," The Creator's Might","Reznik 2","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Reznik 2) Servath Reznik, Wrath of Ages [+29]\n - Reckoner [16]\n - Reckoner [16]\n - Redeemer [11]\n - Redeemer [11]\n - Scourge of Heresy [16]\nVassal Mechanik [0(1)]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nChoir of Menoth (max) [6]\nVisgoth Juviah Rhoven & Honor Guard [9]\nVessel of Judgment [18]\n"
"Jakob Oskarsson","Sweden Svealand","Protectorate of Menoth","1"," The Creator's Might","Amon 1","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Dervish [7]\n - Indictor [15]\n - Templar [15]\nThe Covenant of Menoth [0(4)]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (max) [6]\n"
"Gustav Berggren","Sweden Svealand","Legion of Everblight","1"," Oracles of Annihilation","Saeryn 2 & Rhyas 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Saeryn 2 & Rhyas 2) Saeryn & Rhyas, Talons of Everblight [+24]\n - Naga Nightlurker [8]\n - Scythean [18]\n - Seraph [14]\n - Zuriel [18]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\nThrone of Everblight [16]\nThrone of Everblight [16]\n"
"Gustav Berggren","Sweden Svealand","Legion of Everblight","1"," Oracles of Annihilation","Fyanna 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Fyanna 2) Fyanna, Torment of Everblight [+28]\n - Angelius [17]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Nephilim Bloodseer [8]\n - Neraph [12]\n - Neraph [12]\n - Neraph [12]\n - Seraph [14]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Oskar Siebeck","Sweden Svealand","Mercenaries","1"," Operating Theater","Thexus 1","Mercenary Army - 75 / 75 points\n[Theme] Operating Theater\n\n(Thexus 1) Exulon Thexus [+29]\n - Subduer [11]\n - Warden [10]\n - Wrecker [14]\nCephalyx Agitator [3]\nCephalyx Agitator [3]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Bender & Drudges (max) [11]\nCephalyx Mind Slaver & Drudges (min) [8]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Mind Slaver & Drudges (max) [12]\nCephalyx Overlords [0(8)]\nCephalyx Overlords [0(8)]\nLady Aiyana & Master Holt [8]\n - Cephalyx Dominator [1]\n"
"Oskar Siebeck","Sweden Svealand","Mercenaries","1"," Hammer Strike","Ossrum 1","Mercenary Army - 75 / 75 points\n[Theme] Hammer Strike\n\n(Ossrum 1) General Ossrum [+28]\n - Ghordson Driller [10]\n - Ghordson Driller [10]\n - Ghordson Driller [10]\n - Grundback Blaster [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\n - Grundback Gunner [6]\nHerne & Jonne [5]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Artillery Corps [0(6)]\nHorgenhold Forge Guard (min) [10]\nHorgenhold Forge Guard (min) [10]\nHammerfall Siege Crawler [18]\n"
"Niklas Bergmark","Sweden Svealand","Convergence of Cyriss","1"," Destruction Initiative","Directrix 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Directrix 1) Iron Mother Directrix [+27]\n - Conservator [12]\n - Corollary [6]\n - Prime Axiom [38]\nAccretion Servitors [2]\nAccretion Servitors [2]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Niklas Bergmark","Sweden Svealand","Convergence of Cyriss","1"," Destruction Initiative","Axis 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Axis 1) Axis, the Harmonic Enforcer [+30]\n - Conservator [12]\n - Corollary [6]\n - Galvanizer [5]\n - Galvanizer [5]\n - Galvanizer [5]\n - Inverter [15]\n - Inverter [15]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nReflex Servitors [0(4)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Henrik","Switzerland Cheese","Skorne","1"," Imperial Warhost","Zaadesh 2","Skorne Army - 75 / 75 points\n[Theme] Imperial Warhost\n\n(Zaadesh 2) Lord Tyrant Zaadesh [+28]\n - Agonizer [0(6)]\n - Agonizer [0(6)]\n - Basilisk Krea [0(7)]\n - Rhinodon [12]\n - Titan Gladiator [15]\n - Titan Sentry [15]\n - Titan Sentry [15]\nPaingiver Beast Handlers (min) [5]\nPaingiver Beast Handlers (max) [7]\nSiege Animantarax [17]\nSiege Animantarax [17]\n"
"Henrik","Switzerland Cheese","Skorne","1"," Winds of Death","Hexeris 2","Skorne Army - 75 / 75 points\n[Theme] Winds of Death\n\n(Hexeris 2) Lord Arbiter Hexeris [+27]\n - Basilisk Krea [7]\n - Cyclops Raider [9]\n - Cyclops Shaman [8]\n - Razor Worm [7]\nExtoller Soulward [0(3)]\nExtoller Soulward [0(3)]\nVenator Dakar [0(4)]\nPaingiver Beast Handlers (min) [5]\nVenator Reivers (max) [15]\n - Venator Reiver Officer & Standard [4]\nVenator Slingers (max) [13]\nSiege Animantarax [17]\nSiege Animantarax [17]\n"
"Stefan","Switzerland Cheese","Retribution of Scyrah","1"," Forges of War","Vyros 2","Retribution Army - 75 / 75 points\n[Theme] Forges of War\n\n(Vyros 2) Vyros, Incissar of the Dawnguard [+27]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Griffon [8]\n - Hydra [15]\n - Hydra [15]\n - Imperatus [22]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [0(2)]\nArcanist Mechanik [2]\nHouse Shyeel Magister [0(4)]\nHouse Shyeel Magister [0(4)]\n"
"Stefan","Switzerland Cheese","Retribution of Scyrah","1"," Defenders of Ios","Ossyan 1","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Ossyan 1) Lord Arcanist Ossyan [+28]\n - Hypnos [18]\n - Manticore [14]\n - Fane Knight Guardian [0(4)]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nFane Knight Skeryth Issyen [0(8)]\nGhost Sniper [3]\nHouseguard Thane [0(4)]\nHeavy Rifle Team [4]\nHeavy Rifle Team [4]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\n - Soulless Escort (1) [1]\nHouseguard Riflemen (max) [15]\n - Houseguard Rifleman Officer & Standard [4]\nArcantrik Force Generator [17]\n"
"Christophe","Switzerland Cheese","Legion of Everblight","1"," Oracles of Annihilation","Fyanna 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Fyanna 2) Fyanna, Torment of Everblight [+28]\n - Angelius [17]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Neraph [12]\n - Neraph [12]\n - Neraph [12]\n - Seraph [14]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\n"
"Christophe","Switzerland Cheese","Legion of Everblight","1"," Oracles of Annihilation","Absylonia 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Absylonia 2) Absylonia, Daughter of Everblight [+28]\n - Carnivean [19]\n - Proteus [19]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\n - Shredder [4]\nBlighted Nyss Sorceress & Hellion [0(6)]\nBlighted Nyss Sorceress & Hellion [0(6)]\nSpell Martyr [1]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Dominic","Switzerland Cheese","Circle Orboros","0",,"Krueger 2","Circle Army - 75 / 75 points\n\n(Krueger 2) Krueger the Stormlord [+27]\n - Gorax Rager [7]\n - Loki [19]\n - Megalith [20]\n - Pureblood Warpwolf [17]\n - Woldwyrd [9]\n - Woldwyrd [9]\nBlackclad Wayfarer [4]\nGallows Grove [2]\nSentry Stone & Mannikins [5]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\nSwamp Gobbers Bellows Crew [2]\n"
"Dominic","Switzerland Cheese","Circle Orboros","1"," The Bones of Orboros","Baldur 2","Circle Army - 75 / 75 points\n[Theme] The Bones of Orboros\n\n(Baldur 2) Baldur the Stonesoul [+30]\n - Megalith [20]\n - Woldwrath [37]\n - Woldwyrd [9]\nBlackclad Stoneshaper [0(3)]\nBlackclad Stoneshaper [3]\nBlackclad Wayfarer [0(4)]\nBlackclad Wayfarer [0(4)]\nGallows Grove [2]\nGallows Grove [2]\nSentry Stone & Mannikins [5]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\nCelestial Fulcrum [19]\n"
